Bill_id,Bill_description,Patron_id,Patron_name
HB1266,Environmental Justice in Permitting Process Guidance Memo; DEQ to publish an updated version.,H0305,Tran
HB1267,"Virginia Law Officers' Retirement System; membership, definition of ""employee.""",H0397,Nivar
HB1268,"Veterans' Services Protection Act; created, prohibited practices, penalty.",H0371,Laufer
HB1269,Virginia Law Officers' Retirement System; extends membership to emergency dispatchers.,H0397,Nivar
HB1270,"Transportation network companies; publishing and disclosure requirements, delayed effective date.",H0385,Singh
HB1271,Health insurance; pharmacy benefits managers; requirements and prohibited conduct.,H0347,Wachsmann
HB1272,"Electronic gaming devices; regulation, penalties, sunset.",H0285,Hayes
HB1273,"Transportation network companies; requirements, civil penalties.",H0349,Glass
HB1274,Presidential visits; expenses of localities and constitutional offices.,H0344,Shin
HB1275,Electric utilities; recovery of certain project development costs.,H0384,Phillips
HB1276,Health care providers; required estimate for nonemergency health care services.,H0108,Watts
HB1277,"Aggravated murder; admission to bail, creates rebuttable presumption against bail.",H0394,Hamilton
HB1278,School bd. policies; communication & language accessibility for limited English proficient parents.,H0380,Reaser
HB1279,Affordable housing; religious organizations and other nonprofit tax-exempt properties.,H0314,"Cole, J.G."
HB1280,"State correctional facilities; participation of prisoners in employment & education program, report.",H0314,"Cole, J.G."
HB1281,"Motor vehicle insurance; highway use fee, and tangible personal property tax relief.",H0377,Oates
HB1282,"Licensed substance abuse treatment practitioners; licensure by endorsement, etc.",H0314,"Cole, J.G."
HB1283,High school graduation requirements and diploma pathways; implementation.,H0350,McLaughlin
HB1284,State plan for medical assistance; provider-to-provider consultation.,H0392,Downey
HB1285,"St Emergency Med. Services Advisory Bd.; membership, regional emergency medical services councils.",H0136,Wright
HB1286,"Assault and battery; employees of state or local department of social services, penalty.",H0325,Walker
HB1287,"Veterinarians; amending applications of licensure, etc.",H0355,Cohen
HB1288,Enforcement of vehicle liens; increases property value.,H0329,Wiley
HB1289,"Geology; added  to definition of ""professional services,"" continuing education.",H0329,Wiley
HB1290,Commercial motor vehicle; expands definition.,H0329,Wiley
HB1291,"Geologists; regulations, exemptions.",H0329,Wiley
HB1292,"Temporary detention; certified evaluators, sunset extended.",H0284,Price
HB1293,DJJ; transfer of responsibility to Secretary of Health and Human Resources.,H0219,Hope
HB1294,"Use of artificial intelligence-based tools; covered artificial intelligence, disclosure of use.",H0336,Clark
HB1295,"Law enforcement; artificial intelligence inventory, civil action.",H0336,Clark
HB1296,Health insurance; credits for general registrars and employees of general registrars.,H0349,Glass
HB1297,"Adult protective services; creates adult abuse, neglect, and exploitation central registry.",H0388,Carroll
HB1298,"Human trafficking; issuance of vacatur for victims, definitions.",H0294,Delaney
HB1299,"Rules of construction; use of ""shall,"" effective clause, report.",H0294,Delaney
HB1300,"State Police,  Department of; purchase of handguns or other weapons of certain officers.",H0390,Cornett
HB1301,"School boards; student diabetes care & management in schools, division wide plan required.",H0382,Thomas
HB1302,Jurisdiction of district courts; assault and battery of a family or household member.,H0295,Convirs-Fowler
HB1303,Nonresident concealed handgun permits; VSP to issue within 90 days of receipt of application.,H0124,Ware
HB1304,"Individuals receiving services in a hospital, training center, etc.; right to send and receive mail.",H0124,Ware
HB1305,"Regulatory boards; powers and duties, disciplinary action, dismissal.",H0397,Nivar
HB1306,"Virginia Retirement System; return to work, break in service.",H0390,Cornett
HB1307,Mortgage lenders and brokers; criminal history records check.,H0317,Helmer
HB1308,Virginia Public Procurement Act; adds to definition of professional services.,H0399,Pope Adams
HB1309,Consumer finance companies; additional charges.,H0333,Ballard
HB1310,Federal changes to graduate & prof. student loan prog. on in-state students; SCHEV to study impact.,H0353,Anthony
HB1311,Employees of state government; personal interest in certain contracts prohibited.,H0366,Hernandez
HB1312,Virginia student tuition and mandatory fees; two-year freeze.,H0385,Singh
HB1313,"Workers' compensation; law-enforcement officers and firefighters, post-traumatic stress disorder.",H0354,Callsen
HB1314,Civil action for deprivation of rights; liability of persons acting under color of law.,H0340,Maldonado
HB1315,Fire marshals; authority.,H0342,"Scott, P.A."
HB1316,Removal of clutter; cutting of grass; agricultural use exemption; Planning District 19.,H0399,Pope Adams
HB1317,Line of Duty Act; payments to beneficiaries.,H0327,Willett
HB1318,Hospitals; emergency department physicians.,H0327,Willett
HB1319,Unemployment benefits; maximum duration.,H0374,Martinez
HB1320,Unemployment benefits; increase weekly benefit amount.,H0374,Martinez
HB1321,"Primaries; abstract of votes, law-enforcement officer to obtain returns not forwarded.",H0353,Anthony
HB1322,Sheriff Javier J. Smith Memorial Bridge; designates bridge on St. Route 106 in Charles City County.,H0207,McQuinn
HB1323,Public school accountability system and performance framework; revisions and amendments required.,H0380,Reaser
HB1324,"Farm Equipment Right to Repair Act; penalties, civil action.",H0393,"Franklin, L.V."
HB1325,Manufactured Home Lot Rental Act; landlord obligations.,H0340,Maldonado
HB1326,"Geriatric prisoners; conditional release, Parole Board shall promulgate regulations.",H0345,Tata
HB1327,Fictive kin; definition.,H0345,Tata
HB1328,"Virginia Beach, City of; amending charter, certain land use approvals.",H0345,Tata
HB1329,Local correctional facilities; reimbursements for housing convicted state felons.,H0124,Ware
HB1330,"Speed safety cameras, pedestrian crossing violation monitoring systems, etc.; violation enforcement.",H0351,Seibold
HB1331,"School division accessibility challenges and barriers; summary and plan, report.",H0284,Price
HB1332,"Regional Care Compacts Pilot Program; established, report.",H0353,Anthony
HB1333,Paid firefighters; hours of work.,H0360,Feggans
HB1334,Militia state active duty; cyber-related support.,H0360,Feggans
HB1335,Fraudulent insurance acts; civil penalty.,H0328,Wyatt
HB1336,Three-unit service dog team; definition.,H0259,Fowler
HB1337,State Health Services Plan Task Force; designated areas of state in need of additional project.,H0336,Clark
HB1338,Health insurance; coverage for the treatment of acquired brain injury required.,H0403,Bulova
HB1339,"License plates, special; issuance for members of Virginia REALTORS.",H0403,Bulova
HB1340,Virginia Electric Vehicle Grant Fund and Program; amends fund and program.,H0403,Bulova
HB1341,"Fairfax, City of; amending charter, financial powers.",H0403,Bulova
HB1342,"Fairfax, City of; amending charter, elections, compensation for members of boards or commissions.",H0403,Bulova
HB1343,"Alcoholic beverage control; banquet license, municipality or nonprofit organization.",H0403,Bulova
HB1344,"License plates, special; repeals issuance for Sons of Confederate Veterans and Robert E. Lee.",H0317,Helmer
HB1345,Public schools; industry-recognized uniform inspection and evaluation of indoor air quality.,H0397,Nivar
HB1346,"Noncustodial Parent Employment and Child Support Pilot Program; created, report, sunset.",H0336,Clark
HB1347,Psilocybin; Board of Pharmacy to reschedule upon federal scheduling changes.,H0355,Cohen
HB1348,"Campaign finance; large pre-election contributions report, election day reporting requirement.",H0351,Seibold
HB1349,Compression release engine brakes; localities to regulate use.,H0395,McAuliff
HB1350,"Virginia Erosion and Sediment Control Program; assessment for violations, etc., civil penalties.",H0369,Kent
HB1351,"Income tax, state; subtraction for retirement income of certain federal employees.",H0262,Leftwich
HB1352,"Driver education; dangers of reckless driving, including driving at excessive speeds.",H0355,Cohen
HB1353,"Statewide maternal health safety initiative; Commissioner of Health, et al., to evaluate, report.",H0355,Cohen
HB1354,Tuition Assistance Grant Program; eligible institutions.,H0325,Walker
HB1355,"Labor and employment; payment of wages, definition.",H0382,Thomas
HB1356,"Precipitation design standards; non-stationary precipitation, climate-adjusted rainfall.",H0295,Convirs-Fowler
HB1357,"Nursing facilities; comprehensive study of quality of care, etc., and operational practices.",H0207,McQuinn
HB1358,"Real property tax; special assessment on basis of use, notice requirements.",H0321,Runion
HB1359,"Firearms; purchase requirements, penalties.",H0219,Hope
HB1360,Investor-owned electric utilities; requirements in fuel factor proceedings conducted with SCC.,H0344,Shin
HB1361,"Virginia Residential Landlord & Tenant Act; civil action for unlawful detainer, termination notice.",H0340,Maldonado
HB1362,Retail Sales and Use Tax; sales through vending machines.,H0308,McNamara
HB1363,Family abuse protective orders; conditions imposed upon issuance.,H0391,Dougherty
HB1364,"Employment discrimination against members of the General Assembly; prohibition, penalty.",H0365,Henson
HB1365,Fishing license requirements; free fishing days.,H0259,Fowler
HB1366,Local boards & departments; DSS to create corrective action plans & assumption of temporary control.,H0354,Callsen
HB1367,"English language learner students; expenditures, annual data collection, report.",H0380,Reaser
HB1368,"Consumer Data Protection Act; individual action for damages or penalty, social media platforms.",H0382,Thomas
HB1369,State agency admin. of fed. funds; eligibility determination exemption for nonprofit organizations.,H0386,Anderson
HB1370,Service providers; regulations for providers to individuals with developmental disabilities.,H0396,Mehta
HB1371,"License plates, special; issuance to supporters of Quail Forever bearing legend QUAIL FOREVER.",H0259,Fowler
HB1372,"Solar energy facilities; prevailing wage & apprenticeship requirements, state & local tax exemption.",H0317,Helmer
HB1373,Regional special ed.; DOE to assess enhancements & strategies to maximize use of funds for students.,H0388,Carroll
HB1374,"Virginia Military Institute; board of visitors, membership.",H0360,Feggans
HB1375,"Pesticides; manufacture, distribution, use, or sale of paraquat prohibited.",H0336,Clark
HB1376,"Urban Public-Private Partnership Redevelopment Fund; funding requirements, report.",H0403,Bulova
HB1377,VMI; Bd. of Visitors to examine higher education at the Institute.,H0317,Helmer
HB1378,"Community Colleges, State Board for; acquisition and improvement of certain property.",H0329,Wiley
