Bill_id,Bill_description,Patron_id,Patron_name
HB9,Animal control officers; additional training.,H0359,Ennis
HB2160,Community Living and Family and Individual Supports Waiver; program rule amendments.,H0212,Carr
HB2161,VCU Health System Authority; changes relating to board of directors and chief executive officer.,H0212,Carr
HB2162,Substitute judge of a district court; per diem compensation.,H0212,Carr
HB2163,"Enterprise zone grant program; real property investment grants, report.",H0212,Carr
HB2164,Public school funding; certain funding calculations.,H0314,Cole
HB2165,"Campaign finance; prohibited personal use of campaign funds, etc.",H0314,Cole
HB2166,Horse racing and pari-mutuel wagering; amends definition of breakage.,H0281,Krizek
HB2167,Charitable gaming; conduct of athletic event drawings.,H0281,Krizek
HB2168,"Felony homicide; certain drug offenses, penalty.",H0181,Gilbert
HB2169,Admission to bail; rebuttable presumptions against bail for an alien illegally present in the U.S.,H0181,Gilbert
HB2170,"Virginia Natural Resources Commitment Fund; distribution of certain funds, reports.",H0267,Bloxom
HB2171,"Virginia Lottery; Internet gaming authorized, penalties.",H0264,Simon
HB2172,Local fiscal distress; apptmnt. of an emergency fiscal manager for certain localities in PD 19.,H0347,Wachsmann
HB2173,Campaign finance; coordination and required independent expenditure committee disclosure.,H0336,Clark
HB2174,Legal duty; action for damages for legal malpractice concerning estate planning.,H0336,Clark
HB2175,Local anti-rent gouging authority; civil penalty.,H0336,Clark
HB2176,"Marijuana-related offenses; modification of sentence, sunset.",H0336,Clark
HB2177,"Unmanned aircraft systems; use by public bodies, certain employees.",H0325,Walker
HB2178,"Discharging preproduction plastic; regulation, requirements.",H0336,Clark
HB2179,Virginia Investment Performance Grants; awarding of Grants.,H0336,Clark
HB2180,Child tax credit; Virginia adjusted gross income.,H0305,Tran
HB2181,Commonwealth of Virginia State Parks Bond Act of 2025; created.,H0073,Orrock
HB2182,"Sage's Law; minor students experiencing gender incongruence, etc.",H0279,Freitas
HB2183,"Abortion; born alive infant, treatment and care, penalty.",H0279,Freitas
HB2184,"Cash proffers; land transfer, extinguishing development rights.",H0376,Milde
HB2185,"Electric utilities; regulation, development of renewable energy facilities.",H0279,Freitas
HB2186,"Higher educational institutions, public; grants with foreign countries of concern prohibited, etc.",H0279,Freitas
HB2187,Children's Ombudsman; powers and duties.,H0279,Freitas
HB2188,Designated illegal acts; transfer of prisoners convicted of acts.,H0279,Freitas
HB2189,"Immunizations; authority of the Commissioner of Health, religious tenets or practices, exception.",H0279,Freitas
HB2190,"Public schools; catalog of print or digital materials available in school libraries, etc.",H0279,Freitas
HB2191,Standards of Learning and programs of instruction; recognition of dangers and victims of communism.,H0279,Freitas
HB2192,Enhanced earned sentence credits; repeals four-level classification system.,H0279,Freitas
HB2193,Virginia National Guard; deployment to active duty combat.,H0279,Freitas
HB2194,Juvenile detention specialists; enhanced retirement benefits.,H0207,McQuinn
HB2195,"Virginia Consumer Protection Act; mold remediation and inspections, report.",H0207,McQuinn
HB2196,"Restorative Schools in Virginia Pilot Program; established, report, effective date.",H0207,McQuinn
HB2197,Electric utilities; renewable energy standard eligible sources.,H0056,Kilgore
HB2198,"Prescribed pediatric extended care centers; licensure, regulation.",H0207,McQuinn
HB2199,"Richlands, Town of; amending charter, relates to ordinance.",H0224,Morefield
HB2200,"Electric utilities; renewable portfolio standard program, deficiency payments.",H0056,Kilgore
HB2201,"Public schools; temporarily employed teachers, rules and requirements, extension of time limitation.",H0207,McQuinn
HB2202,Concealed handgun; carrying without a permit.,H0279,Freitas
HB2203,"Housing and Community Development, Dept. of; consolidation of varying due dates for certain reports.",H0056,Kilgore
HB2204,Line of Duty Act; payments to beneficiaries.,H0207,McQuinn
HB2205,Vehicle owners; proof of financial responsibility in the future.,H0056,Kilgore
HB2206,Grandparent; petition for visitation.,H0207,McQuinn
HB2207,"Higher educational institutions, public; material aid or support to terrorist activities, etc.",H0056,Kilgore
HB2208,"Health insurance; coverage for at-home blood pressure monitors, report.",H0207,McQuinn
HB2209,State pharmacy benefits manager; DMAS to select & contract with a third-party administrator to serve,H0056,Kilgore
HB2210,"Real Estate Board; membership, qualifications.",H0056,Kilgore
HB2211,Mine rescue team vehicles; authorized to be equipped with flashing red and white warning lights.,H0242,O'Quinn
HB2212,Stormwater management regulations; localities outside Chesapeake Bay watershed.,H0242,O'Quinn
HB2213,School boards; driver education behind-the-wheel training to be offered before or after school.,H0207,McQuinn
HB2214,"Trespass towing fees; State Corporation Commission to establish, etc.",H0207,McQuinn
HB2215,Damage or trespass to public services or utilities; penalty.,H0056,Kilgore
HB2216,"Elections, State Board of; appointment of Commissioner of Elections.",H0242,O'Quinn
HB2217,Person not free on bail; court appearance.,H0354,Callsen
HB2218,Virginia Residential Landlord and Tenant Act; rental payment methods.,H0305,Tran
HB2219,Students who need or use augmentative and alternative communication; documentation of needs.,H0305,Tran
HB2220,Parole; exception to limitation on the application of parole statutes.,H0207,McQuinn
HB2221,"Prisoners; Department of Corrections-issued identification, report.",H0356,Cousins
HB2222,"Restraints on juveniles; use in court prohibited, exceptions.",H0356,Cousins
HB2223,Legal representation of indigent defendant; abolition of fees.,H0356,Cousins
HB2224,"Sex Offender and Crimes Against Minors Registry; offenses requiring registration, etc.",H0335,Cherry
HB2225,"Commonwealth Savers Plan; Access Fund established, report.",H0356,Cousins
HB2226,Noncustodial parent; disclosure of student address.,H0335,Cherry
HB2227,Human trafficking; issuance of writ of vacatur for victims.,H0335,Cherry
HB2228,Special conservators of the peace; emergency and involuntary civil admissions.,H0335,Cherry
HB2229,"Virginia Residential Landlord & Tenant Act; material noncompliance by landlord, rent escrow.",H0356,Cousins
HB2230,Emergency custody and involuntary admissions; transfer of custody to facility.,H0335,Cherry
HB2231,Virginia Opportunity Scholarship Grant Program; established.,H0335,Cherry
HB2232,Tri-Cities Improvement Commission; established.,H0335,Cherry
HB2233,Extreme Weather Relief Act; established.,H0356,Cousins
HB2234,Transportation Trust Fund; extends limitation on personal liability for loss in investments.,H0356,Cousins
HB2235,Local and regional correctional facilities; treatment of prisoners known to be pregnant.,H0356,Cousins
HB2236,Va. Criminal Sentencing Commission; use of Virginia crime code in documents for jailable offenses.,H0356,Cousins
HB2237,"Public school employees; suspension, notice and opportunity for a hearing.",H0356,Cousins
HB2238,Trees; preservation during development.,H0374,Martinez
HB2239,"Public facilities, certain; entitlement to sales tax revenues, extends sunset.",H0356,Cousins
HB2240,Hunger-Free Campus Food Pantry Grant Program; established.,H0356,Cousins
HB2241,"Firearms, etc.; possession, etc., by person convicted of hate crime.",H0305,Tran
HB2242,"Probationer; parolee, or felon serving period of postrelease supervision without warrant; arrest.",H0354,Callsen
HB2243,Uniform Trust Code; expands certain specific powers of trustee.,H0356,Cousins
HB2244,Standards of Quality; measurement of student educational performance and academic achievement.,H0356,Cousins
HB2245,Real property tax; assessment of affordable rental housing.,H0354,Callsen
HB2246,Funerals; disagreements among next of kin.,H0321,Runion
HB2247,Virginia Water Quality Improvement Fund; point source pollution grant agreements.,H0321,Runion
HB2248,Retail Sales and Use Tax; removes sunset for aircraft components.,H0321,Runion
HB2249,Judges; increases maximum number in general district court in Ninth Judicial District.,H0363,Green
HB2250,Artificial Intelligence Training Data Transparency Act; transparency and disclosure requirements.,H0340,Maldonado
HB2251,International licensure and certification; regulations.,H0340,Maldonado
HB2252,"Decreasing probation period; criteria for mandatory reduction, effective date.",H0348,Williams
HB2253,"Nursing homes; establishes procedures for implementation of sanctions, civil penalty.",H0347,Wachsmann
HB2254,Outdoor advertising in sight of public highways; reduces license fee.,H0347,Wachsmann
HB2255,Hospitals and nursing homes; licensure and inspection fees.,H0347,Wachsmann
HB2256,Motor vehicle accident; increases damage threshold.,H0340,Maldonado
HB2257,"School safety; employment of school security officers, criteria.",H0369,Kent
HB2258,"Bureau of Insurance of SCC; step therapy protocols for health benefit plans, report.",H0294,Delaney
HB2259,Personal injury action against health care provider; certain defenses prohibited.,H0294,Delaney
HB2260,Child in need of services; expands definition.,H0294,Delaney
HB2261,"Trailer franchise requirements; applicability to certain trailers, definitions.",H0294,Delaney
HB2262,"Income tax, state; establishes organ donation leave tax credit.",H0294,Delaney
HB2263,"Preliminary child protective order; violations, penalties.",H0369,Kent
HB2264,"Taxation, Department of; repealing Virginia Free File Tax program.",H0305,Tran
HB2265,Teachers; certain individuals to be licensed with an endorsement in special ed. early childhood.,H0305,Tran
HB2266,"State Corporation Commission; distribution cost sharing program, distribution system upgrades.",H0305,Tran
HB2267,"Air quality monitoring program for certain communities; DEQ to establish, report.",H0353,Anthony
HB2268,"Emerging Technologies, Cybersecurity, and Data Privacy,  Division of; established.",H0353,Anthony
HB2269,Hospitals; reports of threats or acts of violence against health care providers.,H0305,Tran
HB2270,Juveniles; commitment of serious offenders.,H0378,Obenshain
HB2271,"Postrelease supervision; a revocation hearing for violation, etc.",H0378,Obenshain
HB2272,Virginia Freedom of Information Act; Virginia Parole Board meetings.,H0378,Obenshain
HB2273,"Deer, elk, or bear; Director of DWR or his designee has exclusive authority to provide kill permits.",H0378,Obenshain
